Date,AAPL,AMT,AMZN,CAT,GOOG,JNJ,JPM,NEE,PG,XOM
2017-10-19,36.299598693847656,110.0196762084961,49.330501556396484,109.1282958984375,48.79231262207031,111.1216812133789,77.72098541259766,30.66140365600586,72.48908996582031,55.73835754394531
2017-10-20,36.3624153137207,110.56026458740234,49.14550018310547,109.62069702148438,48.978172302246094,111.4032974243164,78.83000946044922,30.71918296813965,69.84565734863281,55.98760986328125
2017-10-23,36.34380340576172,110.30586242675781,48.314998626708984,109.88772583007812,47.99930191040039,112.35770416259766,78.6953353881836,30.763029098510742,69.09378051757812,56.07518005371094
2017-10-24,36.56024932861328,109.73347473144531,48.79499816894531,115.36209106445312,48.10288619995117,110.8087158203125,79.9469985961914,30.731149673461914,68.84050750732422,56.23012924194336
2017-10-25,36.39966583251953,109.17695617675781,48.64550018310547,114.19375610351562,48.241172790527344,111.3719711303711,80.02620697021484,30.659406661987305,68.74552154541016,56.02804183959961
2017-10-26,36.63237762451172,110.06735229492188,48.621498107910156,114.27725219726562,48.203006744384766,110.94170379638672,80.59659576416016,30.56574821472168,69.2520523071289,56.23012924194336
2017-10-27,37.94492721557617,110.52848052978516,55.04750061035156,115.00325012207031,50.518096923828125,110.91824340820312,80.62034606933594,31.05396270751953,68.88798522949219,56.39179992675781
2017-10-30,38.798988342285156,113.58123016357422,55.54249954223633,113.90169525146484,50.41103744506836,109.52569580078125,80.33515167236328,30.958311080932617,68.2785415649414,56.27729034423828
2017-10-31,39.33890151977539,114.21723937988281,55.263999938964844,113.32587432861328,50.38774490356445,109.0641098022461,79.70142364501953,30.90053367614746,68.3339614868164,56.14928436279297
2017-11-01,38.838558197021484,111.9435043334961,55.183998107910156,113.73478698730469,50.826873779296875,109.51004028320312,79.9469985961914,30.563764572143555,68.7692642211914,56.499576568603516
2017-11-02,39.12247848510742,113.2393798828125,54.71099853515625,113.88502502441406,50.830841064453125,109.47090911865234,80.4777603149414,29.862346649169922,68.46853637695312,56.27053451538086
2017-11-03,40.14411926269531,112.96910858154297,55.58000183105469,114.0185317993164,51.172828674316406,109.58830261230469,80.33515167236328,30.418289184570312,68.52391052246094,56.03475570678711
2017-11-06,40.5513801574707,119.37677001953125,56.03300094604492,114.9197998046875,50.84669494628906,109.33795166015625,79.83606719970703,30.260879516601562,68.10446166992188,56.41875457763672
2017-11-07,40.68169403076172,119.77426147460938,56.15850067138672,115.8377685546875,51.21495056152344,109.34577941894531,78.22795867919922,30.984222412109375,68.84050750732422,56.304222106933594
2017-11-08,41.014495849609375,121.41194152832031,56.64400100708008,114.56929016113281,51.53810501098633,110.5583724975586,77.34864807128906,30.870643615722656,69.31536865234375,56.23012924194336
2017-11-09,40.93071365356445,120.69646453857422,56.45650100708008,112.9420394897461,51.11235427856445,109.79950714111328,77.3407211303711,30.93639373779297,69.4736557006836,56.56694793701172
2017-11-10,40.795257568359375,119.67886352539062,56.26750183105469,113.89334869384766,50.95425033569336,109.18145751953125,77.24565887451172,30.9184627532959,69.77442169189453,56.39017105102539
2017-11-13,40.63176345825195,119.28137969970703,56.458499908447266,113.9350357055664,50.83926773071289,109.33795166015625,77.52291870117188,31.241273880004883,70.4392318725586,56.356201171875
2017-11-14,40.01750564575195,118.84414672851562,56.84199905395508,114.77790069580078,50.85165786743164,109.126708984375,77.05551147460938,31.5640926361084,70.33633422851562,55.91427230834961
2017-11-15,39.48967742919922,118.39895629882812,56.33449935913086,111.90723419189453,50.59938430786133,108.82159423828125,77.78433227539062,31.35686683654785,69.82979583740234,55.21396255493164
2017-11-16,39.961456298828125,117.97759246826172,56.864498138427734,113.79322052001953,51.17380905151367,108.64167022705078,78.00613403320312,31.342891693115234,70.6371078491211,54.772037506103516
2017-11-17,39.73957061767578,115.96623229980469,56.49399948120117,113.6012954711914,50.50917434692383,107.96102905273438,77.7447280883789,31.09381103515625,69.98809051513672,54.55448913574219
2017-11-20,39.69987487792969,116.24452209472656,56.31549835205078,114.25221252441406,50.4739875793457,107.90626525878906,78.43392181396484,31.069910049438477,69.86144256591797,54.76523971557617
2017-11-21,40.43790817260742,116.53865051269531,56.9744987487793,114.82798767089844,51.2724494934082,108.22703552246094,78.37055206298828,31.1276912689209,70.21764373779297,54.98280715942383
2017-11-22,40.86298751831055,115.52102661132812,57.80799865722656,115.17012786865234,51.345306396484375,107.40554809570312,78.14080047607422,31.11827278137207,69.90897369384766,55.13917922973633
2017-11-24,40.86532211303711,117.1030502319336,59.29999923706055,114.65274047851562,51.57577133178711,107.96886444091797,77.88732147216797,31.288711547851562,70.00393676757812,55.35673904418945
2017-11-27,40.65977478027344,117.84242248535156,59.791500091552734,114.48584747314453,52.24982833862305,108.70088195800781,77.578369140625,31.483234405517578,70.4075698852539,55.14598083496094
2017-11-28,40.421566009521484,118.16838836669922,59.68000030517578,115.98796844482422,51.91279983520508,110.21214294433594,80.29554748535156,31.641645431518555,70.75582122802734,55.52672576904297
2017-11-29,39.58308792114258,116.30810546875,58.063499450683594,115.21184539794922,50.63655471801758,110.04682159423828,82.17302703857422,31.637651443481445,70.73998260498047,55.93464279174805
2017-11-30,40.13663101196289,114.4239273071289,58.837501525878906,117.79049682617188,50.62416458129883,109.66903686523438,82.79885864257812,31.691781997680664,71.2227783203125,56.628150939941406
2017-12-01,39.949771881103516,114.16956329345703,58.11750030517578,118.09925842285156,50.06707000732422,110.1806640625,83.01275634765625,31.57748794555664,71.515625,56.74372100830078
2017-12-04,39.657833099365234,110.48075866699219,56.6974983215332,118.08256530761719,49.49759292602539,109.4171371459961,84.72382354736328,31.276683807373047,72.34664154052734,56.81852722167969
2017-12-05,39.62046432495117,111.90380096435547,57.07849884033203,116.94762420654297,49.81827163696289,109.93663787841797,83.74945831298828,31.210512161254883,72.33871459960938,56.356201171875
2017-12-06,39.47331619262695,112.73060607910156,57.61750030517578,117.11455535888672,50.4739875793457,111.03073120117188,83.12364196777344,31.639652252197266,72.22000885009766,55.941444396972656
2017-12-07,39.54571533203125,114.56706237792969,57.989498138427734,119.2425308227539,51.09600830078125,110.20423889160156,82.87805938720703,31.71986961364746,71.30985260009766,56.12503433227539
2017-12-08,39.55740737915039,113.26325225830078,58.099998474121094,120.05200958251953,51.399330139160156,110.66077423095703,83.91583251953125,31.890304565429688,71.52351379394531,56.199825286865234
2017-12-11,40.328147888183594,114.51936340332031,58.44599914550781,119.97686004638672,51.60005569458008,111.09371185302734,83.67024230957031,31.934429168701172,71.41273498535156,56.45136642456055
2017-12-12,40.101585388183594,114.09003448486328,58.25400161743164,119.68482971191406,51.569332122802734,112.24288940429688,84.64462280273438,31.497276306152344,71.1119384765625,56.267791748046875
2017-12-13,40.23471450805664,114.26497650146484,58.20650100708008,123.98253631591797,51.57577133178711,112.47116088867188,83.5831069946289,31.376953125,71.92716217041016,56.5125617980957
2017-12-14,40.223045349121094,114.19342041015625,58.7130012512207,122.07149505615234,51.9990348815918,111.49513244628906,82.90975189208984,31.679746627807617,72.02213287353516,56.36298370361328
2017-12-15,40.63176345825195,113.49382019042969,58.957000732421875,122.41365051269531,52.744468688964844,112.13273620605469,84.08216857910156,31.76999282836914,72.72652435302734,56.45136642456055
2017-12-18,41.2039680480957,113.5573959350586,59.52899932861328,124.98394775390625,53.38630676269531,111.61323547363281,84.7317886352539,31.352886199951172,72.7186279296875,56.39017105102539
2017-12-19,40.76488494873047,112.7783203125,59.36899948120117,125.93525695800781,53.066131591796875,111.59744262695312,84.37528991699219,30.901695251464844,72.56031799316406,56.05023956298828
2017-12-20,40.72051239013672,111.45067596435547,58.88100051879883,127.2787857055664,52.78213882446289,111.10944366455078,84.08216857910156,30.809450149536133,72.44161224365234,56.34259033203125
2017-12-21,40.87464904785156,110.98954772949219,58.737998962402344,129.04795837402344,52.71670913696289,111.03073120117188,85.42098236083984,30.977903366088867,72.55242156982422,57.008888244628906
2017-12-22,40.87464904785156,111.82430267333984,58.417999267578125,129.9742889404297,52.542747497558594,110.29084777832031,85.11994171142578,30.989933013916016,72.91645812988281,57.0904655456543
2017-12-26,39.83767318725586,112.02307891845703,58.8380012512207,130.55007934570312,52.37522506713867,110.26725006103516,84.77930450439453,30.88164710998535,73.1935043334961,57.09725570678711
2017-12-27,39.84467697143555,113.10166931152344,59.112998962402344,131.45135498046875,52.009944915771484,110.64507293701172,84.93773651123047,31.140331268310547,72.8927230834961,57.042869567871094
2017-12-28,39.9567985534668,114.18028259277344,59.30500030517578,132.20242309570312,51.94898223876953,110.63717651367188,85.3892822265625,31.352886199951172,72.86898803710938,57.12446212768555
2017-12-29,39.52470779418945,113.98848724365234,58.4734992980957,131.5014190673828,51.86274337768555,109.97598266601562,84.71593475341797,31.320804595947266,72.7186279296875,56.86611557006836
2018-01-02,40.23237609863281,112.758056640625,59.45050048828125,131.05079650878906,52.78461456298828,109.59030151367188,85.51602172851562,31.10023307800293,71.74514770507812,57.81113815307617
2018-01-03,40.225372314453125,113.19751739501953,60.209999084472656,131.25103759765625,53.650978088378906,110.63717651367188,85.60316467285156,30.440473556518555,71.65806579589844,58.946571350097656
2018-01-04,40.412200927734375,111.5436782836914,60.47949981689453,133.05357360839844,53.84526443481445,110.6292953491211,86.82950592041016,30.28406524658203,72.16458892822266,59.02815246582031
2018-01-05,40.87233352661133,112.26273345947266,61.457000732421875,135.15655517578125,54.62984085083008,111.54239654541016,86.27205657958984,30.422426223754883,72.21207427978516,58.98054885864258
2018-01-08,40.72051239013672,113.46116638183594,62.34349822998047,138.552978515625,54.863285064697266,111.68404388427734,86.39948272705078,30.673084259033203,72.59199523925781,59.245723724365234
2018-01-09,40.71583938598633,112.69418334960938,62.6349983215332,138.8867645263672,54.82958221435547,113.45503997802734,86.83747100830078,30.448497772216797,72.06172180175781,58.994171142578125
2018-01-10,40.70649337768555,109.94573211669922,62.71649932861328,138.41949462890625,54.648677825927734,113.32123565673828,87.79302215576172,30.197832107543945,71.60265350341797,58.525028228759766
2018-01-11,40.937713623046875,107.83647918701172,63.83399963378906,141.1983642578125,54.79290771484375,113.9666748046875,88.26282501220703,30.179784774780273,71.34939575195312,59.102962493896484
2018-01-12,41.36045455932617,106.2624740600586,65.26000213623047,142.11634826660156,55.62259292602539,114.73018646240234,89.7200927734375,30.143692016601562,70.92201232910156,59.50408935546875
2018-01-16,41.150245666503906,108.3637924194336,65.24299621582031,141.2902069091797,55.597801208496094,115.59603118896484,89.40156555175781,30.18780517578125,71.40481567382812,59.130130767822266
2018-01-17,41.82990264892578,109.17073822021484,64.75,140.6142578125,56.104347229003906,115.69044494628906,89.97491455078125,30.456525802612305,72.18042755126953,59.830440521240234
2018-01-18,41.86727523803711,108.01224517822266,64.66600036621094,140.8896026611328,55.99579620361328,115.64321899414062,90.18991088867188,30.235942840576172,71.91725158691406,59.44292068481445
2018-01-19,41.68042755126953,109.9537124633789,64.72899627685547,142.86819458007812,56.37842559814453,115.98956298828125,89.99082946777344,30.111610412597656,72.62702941894531,59.252525329589844
2018-01-22,41.33942794799805,111.24806213378906,66.3655014038086,143.2705841064453,57.285430908203125,116.60356903076172,91.04196166992188,30.083528518676758,73.28094482421875,60.00040817260742
2018-01-23,41.3487663269043,112.81404113769531,68.12699890136719,142.0465545654297,57.987247467041016,111.6368408203125,90.94640350341797,30.624963760375977,71.01609802246094,60.034400939941406
2018-01-24,40.690147399902344,113.26145935058594,67.87550354003906,141.1327667236328,57.70325469970703,111.82575225830078,92.10900115966797,30.249969482421875,70.42597198486328,60.190773010253906
2018-01-25,39.963783264160156,114.22024536132812,68.89749908447266,141.99623107910156,58.00707244873047,113.65971374511719,92.13288116455078,30.699161529541016,70.44986724853516,60.082000732421875
2018-01-26,40.05720901489258,115.95394897460938,70.10250091552734,140.05960083007812,58.278175354003906,114.3917465209961,92.62661743164062,31.621606826782227,69.96343231201172,60.51031494140625
2018-01-29,39.22808074951172,115.31476593017578,70.88400268554688,136.30369567871094,58.26529312133789,113.09298706054688,92.53105926513672,31.21852684020996,69.26959228515625,59.83723068237305
2018-01-30,38.99687576293945,115.96995544433594,71.89099884033203,137.2929229736328,57.67599105834961,112.10906219482422,91.66307067871094,31.102231979370117,69.34136962890625,59.00096893310547
2018-01-31,39.104305267333984,118.00730895996094,72.54450225830078,136.47134399414062,57.98575210571289,108.77172088623047,92.10900115966797,31.767982482910156,68.85489654541016,59.35449981689453
2018-02-01,39.18605422973633,117.49595642089844,69.5,136.0186004638672,57.87473678588867,110.21214294433594,93.0645980834961,31.35088539123535,68.46414947509766,60.557926177978516
2018-02-02,37.48575210571289,116.02587890625,71.49749755859375,132.036376953125,55.10912322998047,108.37027740478516,91.00213623046875,31.266666412353516,67.18817138671875,57.4712028503418
2018-02-05,36.5492057800293,113.48514556884766,69.5,126.66233825683594,52.32863235473633,102.63220977783203,86.63837432861328,30.93978500366211,64.6441879272461,54.2009391784668
2018-02-06,38.0766487121582,111.9910888671875,72.14199829101562,131.13087463378906,53.557796478271484,103.76565551757812,89.27417755126953,29.99129867553711,65.69688415527344,53.26947784423828
2018-02-07,37.26153564453125,111.85527801513672,70.83899688720703,129.3953857421875,51.97079086303711,103.44292449951172,89.87934875488281,29.696508407592773,65.26619720458984,52.31083679199219
2018-02-08,36.23623275756836,106.71793365478516,67.5250015258789,122.39495086669922,49.63835525512695,99.46014404296875,85.90576934814453,29.135025024414062,63.974300384521484,51.71931838989258
2018-02-09,36.67946243286133,108.6993179321289,66.9800033569336,125.09454345703125,51.435508728027344,101.95528411865234,87.62578582763672,29.69852066040039,63.73506546020508,52.04900360107422
2018-02-12,38.156856536865234,108.8431396484375,69.3115005493164,127.67675018310547,52.13731384277344,102.53777313232422,88.9795150756836,30.07952308654785,64.85951232910156,52.48858642578125
2018-02-13,38.53909683227539,108.90709686279297,70.72550201416016,129.0852508544922,52.14524841308594,102.29376220703125,89.52898406982422,30.294086456298828,64.99507904052734,52.40617752075195
2018-02-14,39.249664306640625,108.24392700195312,72.55249786376953,132.5142364501953,53.017555236816406,102.06549835205078,91.59939575195312,30.095563888549805,64.34112548828125,52.51607894897461
2018-02-15,40.56760025024414,108.83517456054688,73.08799743652344,134.12391662597656,53.99989700317383,103.29338073730469,91.98162078857422,30.967870712280273,65.72080993652344,52.34435272216797
2018-02-16,40.436279296875,111.8712387084961,72.43450164794922,131.03025817871094,54.2615966796875,104.80465698242188,91.3206787109375,31.292734146118164,65.87230682373047,52.571006774902344
2018-02-20,40.300262451171875,111.24806213378906,73.4175033569336,130.41824340820312,54.64124298095703,103.01004791259766,91.34457397460938,30.84354591369629,64.86748504638672,52.02839279174805
2018-02-21,40.11733627319336,109.80990600585938,74.14600372314453,130.14161682128906,55.081363677978516,102.25439453125,91.72676849365234,30.432451248168945,63.990238189697266,51.437713623046875
2018-02-22,40.45268630981445,111.04029846191406,74.26699829101562,133.18490600585938,54.847923278808594,102.25439453125,91.55955505371094,30.542743682861328,64.46873474121094,52.10395812988281
2018-02-23,41.15621566772461,113.34933471679688,75.0,136.16114807128906,55.847110748291016,103.91519165039062,93.41495513916016,31.334840774536133,64.63621520996094,53.25098419189453
2018-02-26,41.96995162963867,114.04444122314453,76.09750366210938,137.23426818847656,56.68769836425781,104.62024688720703,94.57756805419922,31.233858108520508,65.09874725341797,54.1507453918457
2018-02-27,41.83395767211914,112.41453552246094,75.5989990234375,135.19703674316406,55.42583084106445,104.30337524414062,93.45478820800781,30.63401985168457,64.22949981689453,53.23036575317383
2018-02-28,41.7706184387207,111.31996154785156,75.62249755859375,129.63861083984375,54.753746032714844,102.88538360595703,91.9736557006836,30.728940963745117,62.618568420410156,52.021541595458984
2018-03-01,41.03897476196289,108.15605926513672,74.67250061035156,125.94971466064453,53.00864028930664,100.82579040527344,90.32527160644531,30.947065353393555,62.762115478515625,51.65064239501953
2018-03-02,41.32271957397461,107.06144714355469,75.01249694824219,122.7219467163086,53.47453308105469,102.04571533203125,90.23768615722656,30.870325088500977,63.40011215209961,51.891029357910156
